,     ,mediaID,groundTruth,labels_detectron,labels_megadetector,labels_openpose,accuracy_detectron,accuracy_megadetector,accuracy_openpose
5874,5874,dafaa3bb-9116-4fd1-ad97-dcd84e8cb09e,0,0,0,1,0,0,0.320379292
5875,5875,db078daa-6166-44ac-9f46-ba4b064446ae,0,0,0,0,0,0,0
5876,5876,db0aed4d-08f8-42e4-b14b-f94d55f23927,0,0,0,0,0,0,0
5877,5877,db0f7d4f-b591-4afd-ae93-003cb2be7423,0,0,0,0,0,0,0
5878,5878,db179569-66de-4b29-b612-bda75865061c,0,0,0,0,0,0,0
5879,5879,db2056b5-3564-4f86-bd91-8eb26d47c823,0,1,0,0,0.792976797,0,0
5880,5880,db504a08-8373-4d2f-a392-2e744aaeadfb,1,1,1,0,0.945247769,0.835,0
5881,5881,db53dad1-df64-42e2-b328-e381f61d5164,1,1,1,1,0.961135924,0.929,0.392377096
5882,5882,db646c45-e502-46f1-92f8-ec6e131b8412,0,0,0,0,0,0,0
5883,5883,db655ee4-0409-44d1-b892-e6766c879604,0,0,0,1,0,0,0.157682105
5884,5884,db69e69a-b3bd-4c49-8414-44fc790c2241,1,0,0,1,0,0,0.268614129
5885,5885,db69e69a-b3bd-4c49-8414-44fc790c2241,1,1,0,1,0.869301677,0,0.268614129
5886,5886,db69e69a-b3bd-4c49-8414-44fc790c2241,1,1,0,1,0.65842092,0,0.268614129
5887,5887,db7445e6-773c-4e99-a865-5edd786a84e4,0,0,0,0,0,0,0
5888,5888,db75a83f-e9e2-41e9-b926-794792ced48e,0,0,1,0,0,0.85,0
5889,5889,db75a83f-e9e2-41e9-b926-794792ced48e,0,0,1,0,0,0.85,0
5890,5890,db75a83f-e9e2-41e9-b926-794792ced48e,0,0,1,0,0,0.85,0
5891,5891,db75a83f-e9e2-41e9-b926-794792ced48e,0,0,1,0,0,0.85,0
5892,5892,db805208-42ab-4be3-a9ef-3cb77c07f6d7,0,1,0,0,0.923116386,0,0
5893,5893,db805208-42ab-4be3-a9ef-3cb77c07f6d7,0,1,0,0,0.923116386,0,0
5894,5894,dba3e547-b882-40b0-847f-4603d95daa6e,0,0,0,0,0,0,0
5895,5895,dbaf14d3-49d1-47c9-b259-d9227a3b0124,1,1,1,0,0.985019028,0.885,0
5896,5896,dbaf14d3-49d1-47c9-b259-d9227a3b0124,1,1,1,0,0.830640554,0.885,0
5897,5897,dbb02182-6b4e-474d-b8f2-2ea873ec463d,0,0,1,1,0,0.873,0.273830118
5898,5898,dbb5f52b-39fa-4d54-8ad0-0a913513193c,1,0,0,1,0,0,0.184614793
5899,5899,dbb5f52b-39fa-4d54-8ad0-0a913513193c,1,1,0,1,0.562996984,0,0.184614793
5900,5900,dbb5f52b-39fa-4d54-8ad0-0a913513193c,1,1,0,1,0.534367561,0,0.184614793
5901,5901,dbbb1bf2-b043-48d4-a3cf-aedeefd39049,1,0,0,0,0,0,0
5902,5902,dbbb1bf2-b043-48d4-a3cf-aedeefd39049,1,1,0,0,0.607643485,0,0
5903,5903,dbd6cc46-15ee-4669-887f-fa16b492ccf5,0,0,0,0,0,0,0
5904,5904,dbdaa2cc-4ad5-4f9d-89ea-64474a944189,0,0,0,1,0,0,0.320477937
5905,5905,dbdaa2cc-4ad5-4f9d-89ea-64474a944189,0,1,0,1,0.811628222,0,0.320477937
5906,5906,dbdaa2cc-4ad5-4f9d-89ea-64474a944189,0,1,0,1,0.811628222,0,0.320477937
5907,5907,dbdaa2cc-4ad5-4f9d-89ea-64474a944189,0,1,0,1,0.641619444,0,0.320477937
5908,5908,dbdaa2cc-4ad5-4f9d-89ea-64474a944189,0,1,0,1,0.641619444,0,0.320477937
5909,5909,dbe5831e-73db-4c79-8b40-fb9c3196a068,0,0,0,1,0,0,0.234969784
5910,5910,dbe97f07-25f4-400d-a353-574d54bd6e76,0,0,0,0,0,0,0
5911,5911,dbe97f07-25f4-400d-a353-574d54bd6e76,0,0,0,0,0,0,0
5912,5912,dbe97f07-25f4-400d-a353-574d54bd6e76,0,1,0,0,0.730190098,0,0
5913,5913,dbe97f07-25f4-400d-a353-574d54bd6e76,0,1,0,0,0.555762529,0,0
5914,5914,dbf1f954-c6d4-468f-b5c4-2066acb06109,0,1,0,0,0.879056096,0,0
5915,5915,dbf1f954-c6d4-468f-b5c4-2066acb06109,0,1,0,0,0.879056096,0,0
5916,5916,dbfd5f96-e477-4cf8-a022-024c86cc44ed,0,0,1,0,0,0.951,0
5917,5917,dc0189ca-1ee0-4f5e-a6cc-c451a4d54134,0,0,0,0,0,0,0
5918,5918,dc0a445d-2ff4-4d5d-8a67-d99e999ac063,1,1,1,0,0.995800912,0.803,0
5919,5919,dc0b560a-2c2a-4fae-903d-726c704b2a68,0,0,0,0,0,0,0
5920,5920,dc118bac-e67b-4fea-a366-e885c64cd66d,0,0,0,1,0,0,0.181162774
5921,5921,dc136d79-8e6a-44db-ba38-7ce55d806181,0,0,0,0,0,0,0
5922,5922,dc136d79-8e6a-44db-ba38-7ce55d806181,0,0,0,0,0,0,0
5923,5923,dc2d0e39-147b-4ff2-965e-3dd04093c29f,0,0,0,0,0,0,0
5924,5924,dc2d0e39-147b-4ff2-965e-3dd04093c29f,0,0,0,0,0,0,0
5925,5925,dc4645dc-bba4-4543-8ec0-16d1c7a7b419,0,0,0,0,0,0,0
5926,5926,dc47d090-7302-4542-98ef-fc3887b9a6c3,1,1,1,0,0.997261047,0.946,0
5927,5927,dc61b8bd-24e9-4b94-a9d9-1747d3356d33,0,0,0,0,0,0,0
5928,5928,dc74df91-0f3f-42e1-8120-2e2b2d75c388,0,0,0,0,0,0,0
5929,5929,dc8248a0-aa27-4c1c-a7fd-f5aca4298e11,0,0,0,1,0,0,0.171025367
5930,5930,dc8248a0-aa27-4c1c-a7fd-f5aca4298e11,0,0,0,1,0,0,0.171025367
5931,5931,dca5322a-b6ed-46bb-b291-03b9615c84b0,0,0,1,0,0,0.0121,0
5932,5932,dca5322a-b6ed-46bb-b291-03b9615c84b0,0,0,1,0,0,0.0121,0
5933,5933,dcac1363-2309-4b25-8ab0-b432254f92fd,1,1,0,0,0.980305433,0,0
5934,5934,dcb235cc-2671-4e54-93b5-de12f9d28946,0,0,0,0,0,0,0
5935,5935,dcc07a9b-44a9-44ff-872d-e1c51cfa1f5e,1,1,1,1,0.97121644,0.867,0.314348394
5936,5936,dcc547bf-2c36-4d96-a155-ac371044b843,0,0,0,1,0,0,0.184824051
5937,5937,dcc547bf-2c36-4d96-a155-ac371044b843,0,0,0,1,0,0,0.184824051
5938,5938,dce97444-2803-4532-9447-e73be337123b,1,1,0,1,0.958227277,0,0.273273861
5939,5939,dcf843be-1389-48c1-a2c2-f597ed3017b2,0,0,0,0,0,0,0
5940,5940,dcfe0398-9b8f-4ba2-8023-2bf3de22727c,0,0,0,0,0,0,0
5941,5941,dd143fd9-d88a-4daa-ad04-d3568acdb112,0,0,0,0,0,0,0
5942,5942,dd173fb1-e9f8-44cb-9fc1-587d24751f32,0,0,0,0,0,0,0
5943,5943,dd2f1df1-e3d1-4256-8574-cae11bc09e26,1,1,1,0,0.969422758,0.438,0
5944,5944,dd3094f2-8c63-4939-917a-1a45508343cf,0,0,0,0,0,0,0
5945,5945,dd736e25-4006-403e-ab45-67b2388315c1,0,0,0,0,0,0,0
5946,5946,dd7fa113-b993-4ad3-bcee-8102ce6ef17e,0,0,0,0,0,0,0
5947,5947,dd93b18b-9aaf-4420-9e5b-23b59423f518,0,0,0,0,0,0,0
5948,5948,dd9a7bec-855e-40f2-935c-b5c8fd8b8ec8,0,0,0,0,0,0,0
5949,5949,dd9a7bec-855e-40f2-935c-b5c8fd8b8ec8,0,0,0,0,0,0,0
5950,5950,dd9bde1b-56a0-44d3-843f-4b4a50b0329c,0,0,0,0,0,0,0
5951,5951,dd9bde1b-56a0-44d3-843f-4b4a50b0329c,0,0,0,0,0,0,0
5952,5952,ddbfc662-7dda-4dc3-bc70-f6afb35f7cf1,0,0,0,0,0,0,0
5953,5953,ddce7033-a610-400d-a7b8-19229ccd8e7d,1,1,1,1,0.927308083,0.703,0.251073912
5954,5954,ddce7033-a610-400d-a7b8-19229ccd8e7d,1,1,1,1,0.904385686,0.703,0.251073912
5955,5955,de122ed6-56a5-4483-85fa-be969fbf99f3,0,0,0,1,0,0,0.209291667
5956,5956,de235e77-0414-4ca9-a9bb-dcf72534508f,1,1,0,1,0.721494853,0,0.182437593
5957,5957,de2daefc-8c37-41c7-9b6c-4da40cfe674b,0,0,0,0,0,0,0
5958,5958,de2daefc-8c37-41c7-9b6c-4da40cfe674b,0,0,0,0,0,0,0
5959,5959,de3459d0-14c0-42fe-9b77-f8cedacc4dde,0,0,0,0,0,0,0
5960,5960,de4234e0-8c79-4b2a-a1df-fdd89fb86b5b,0,0,0,0,0,0,0
5961,5961,de66a99c-b43b-4413-b506-e0278273ce53,0,0,0,0,0,0,0
5962,5962,de6ad54b-b4b6-44f0-a9b1-32d0dcfc2517,1,1,0,1,0.979676664,0,0.17153412
5963,5963,de6ad54b-b4b6-44f0-a9b1-32d0dcfc2517,1,1,0,1,0.979676664,0,0.17153412
5964,5964,de6d7bfc-f8e6-43f9-9106-769d50522396,0,0,0,0,0,0,0
5965,5965,de749a36-f6d4-4517-8cd5-16068e3f01b9,0,0,0,0,0,0,0
5966,5966,de809ed4-edf9-458f-84a9-d3af12532d45,0,0,0,0,0,0,0
5967,5967,de8c6235-79b0-4f7b-8aec-a5602b90152f,0,0,0,1,0,0,0.234325556
5968,5968,de973d8b-c568-4a56-975d-dc3a51ad7f69,1,1,0,0,0.969468713,0,0
5969,5969,de9d04a0-e4e2-422f-800f-2060f672a8ad,0,0,0,0,0,0,0
5970,5970,de9f0468-73d5-444f-afdf-1d9102bec128,0,0,0,1,0,0,0.269987202
5971,5971,deaffb95-98ae-4722-beb8-f09cec8dabcb,1,1,0,1,0.998974919,0,0.624287635
5972,5972,dedf0fbb-59bb-41e1-abdf-633e38540abd,0,0,0,0,0,0,0
5973,5973,def7821b-e5b6-4a7e-bd44-b754df30c338,1,1,1,1,0.999363005,0.899,0.555625783
5974,5974,def7821b-e5b6-4a7e-bd44-b754df30c338,1,1,1,1,0.999363005,0.899,0.555625783
5975,5975,df13df0e-1527-4abd-9d28-9db1ddcb0160,0,0,0,0,0,0,0
5976,5976,df13df0e-1527-4abd-9d28-9db1ddcb0160,0,0,0,0,0,0,0
5977,5977,df320bfa-9870-4205-b5a3-994df1c6a217,0,0,0,0,0,0,0
5978,5978,df448c78-e768-4cf7-8059-b40463053f4c,0,0,0,0,0,0,0
5979,5979,df4fcf76-048d-4d5e-8979-2f71eb71c578,1,1,1,0,0.522335827,0.946,0
5980,5980,df5d91a1-7c85-44db-9e7d-1e9d40d505d1,0,0,0,0,0,0,0
5981,5981,df66dfad-82e9-4ce2-a58d-aab74eaac432,0,0,0,0,0,0,0
5982,5982,df66dfad-82e9-4ce2-a58d-aab74eaac432,0,1,0,0,0.529808223,0,0
5983,5983,df9a10ea-6f72-44a6-b2d8-9e78cb76d77c,0,0,0,0,0,0,0
5984,5984,dfef6156-9c5f-415f-88a9-20d40f82cc5f,1,1,1,0,0.939087331,0.669,0
5985,5985,dffb53d9-e32a-4016-b07a-515250319ad7,0,0,0,0,0,0,0
5986,5986,e000b1aa-7011-41ce-b6fc-7d08fd71c4be,1,1,1,1,0.949693978,0.954,0.217337703
5987,5987,e000b1aa-7011-41ce-b6fc-7d08fd71c4be,1,1,1,1,0.70931381,0.954,0.217337703
5988,5988,e000b1aa-7011-41ce-b6fc-7d08fd71c4be,1,1,1,1,0.70931381,0.954,0.217337703
5989,5989,e0081ad9-0243-490f-89ee-c34e4af8ef8b,0,0,0,0,0,0,0
5990,5990,e0081ad9-0243-490f-89ee-c34e4af8ef8b,0,0,0,0,0,0,0
5991,5991,e015c3a8-9d3a-45f2-af12-b13274df5c22,0,0,0,0,0,0,0
5992,5992,e0284959-8c9b-4828-94a4-de0aca04329f,0,0,0,1,0,0,0.398050508
5993,5993,e04b42ce-1d2c-4e77-a642-39c4d13e87fc,0,0,0,0,0,0,0
5994,5994,e0570f55-3fc7-48e2-807b-e95fa60dd32a,0,0,0,0,0,0,0
5995,5995,e0600cdc-dbe2-4442-89f8-e1f8a537c4c7,0,0,0,1,0,0,0.268314406
5996,5996,e0600cdc-dbe2-4442-89f8-e1f8a537c4c7,0,0,0,1,0,0,0.268314406
5997,5997,e07b6b3c-1e1b-4f0c-88ac-9ea1f194ddad,0,0,0,0,0,0,0
5998,5998,e07b6b3c-1e1b-4f0c-88ac-9ea1f194ddad,0,0,0,0,0,0,0
5999,5999,e0878cfe-cba1-4ef9-a8ee-84dfa96c3d91,0,0,0,0,0,0,0
6000,6000,e088d05f-a227-432c-80ec-9684e9ccde16,1,1,1,0,0.515361845,0.567,0
6001,6001,e08c1b2b-d74d-440a-9da4-b5105c32f451,0,0,0,0,0,0,0
6002,6002,e08f6896-5dea-4c54-bd01-8543c22c3d5d,1,1,1,0,0.563006043,0.958,0
6003,6003,e09352e6-4dd6-4865-a239-dffdddb47791,0,0,0,0,0,0,0
6004,6004,e09352e6-4dd6-4865-a239-dffdddb47791,0,0,0,0,0,0,0
6005,6005,e0a35493-f683-4d18-908e-24a5c69719d2,1,1,1,0,0.883166611,0.642,0
6006,6006,e0a35493-f683-4d18-908e-24a5c69719d2,1,1,1,0,0.883166611,0.642,0
6007,6007,e0a61a84-1156-49b2-b2a5-5321af5c8412,1,1,1,0,0.887509823,0.47,0
6008,6008,e0a61a84-1156-49b2-b2a5-5321af5c8412,1,1,1,0,0.877109349,0.47,0
6009,6009,e0b4085a-cedb-422b-97b7-3f713b81ce68,0,0,0,0,0,0,0
6010,6010,e0c6a5d7-d784-41f1-b407-c2fd7c7b10b4,0,0,0,1,0,0,0.229059825
6011,6011,e0c6a5d7-d784-41f1-b407-c2fd7c7b10b4,0,0,0,1,0,0,0.229059825
6012,6012,e0c6a5d7-d784-41f1-b407-c2fd7c7b10b4,0,0,0,1,0,0,0.229059825
6013,6013,e0c6a5d7-d784-41f1-b407-c2fd7c7b10b4,0,0,0,1,0,0,0.229059825
6014,6014,e0c6a5d7-d784-41f1-b407-c2fd7c7b10b4,0,0,0,1,0,0,0.229059825
6015,6015,e0cdcf70-97f0-4545-9efc-e440a7a2cb18,1,1,1,0,0.892602742,0.936,0
6016,6016,e0df42aa-059e-4082-a913-7e8be5971ad8,0,0,0,0,0,0,0
6017,6017,e12ad110-04d0-40b2-b3f7-75e089459998,0,0,0,0,0,0,0
6018,6018,e12ad110-04d0-40b2-b3f7-75e089459998,0,0,0,0,0,0,0
6019,6019,e1778d4d-02ce-452a-aefe-da73a52eff66,0,0,0,0,0,0,0
6020,6020,e19f158c-39be-4907-9666-a361918c45c5,0,0,0,0,0,0,0
6021,6021,e1afa567-a297-4e2d-a19d-0a4a005049ff,0,0,0,0,0,0,0
6022,6022,e1be58d6-65cb-4796-b0af-f905624f8ca6,1,1,1,1,0.996289015,0.916,0.156355202
6023,6023,e1be58d6-65cb-4796-b0af-f905624f8ca6,1,1,1,1,0.991308689,0.916,0.156355202
6024,6024,e1be58d6-65cb-4796-b0af-f905624f8ca6,1,1,1,1,0.553490162,0.916,0.156355202
6025,6025,e1d28bed-9657-4bb2-a6c4-992dfc916120,0,0,0,1,0,0,0.202655866
6026,6026,e232a05c-74cd-4810-b8df-cb61708a10fe,1,1,1,0,0.740966856,0.803,0
6027,6027,e23903cb-b361-4191-8282-2680e4ad5f5f,1,1,1,0,0.92010504,0.931,0
6028,6028,e2404100-84db-4bde-8f9f-c68785fdb925,1,1,1,0,0.970748961,0.85,0
6029,6029,e2404100-84db-4bde-8f9f-c68785fdb925,1,1,1,0,0.627278328,0.85,0
6030,6030,e25cbaee-ad89-40d0-8175-10c3ad7fb5b1,0,0,0,0,0,0,0
6031,6031,e28284e9-c604-4f96-a666-2278e60049bc,0,0,0,0,0,0,0
6032,6032,e28cfff5-38dc-4ce2-a96f-7d49850ae38a,0,0,0,0,0,0,0
6033,6033,e290fd34-a7a5-40f5-8e10-e10d20a02259,0,0,0,0,0,0,0
6034,6034,e290fd34-a7a5-40f5-8e10-e10d20a02259,0,0,0,0,0,0,0
6035,6035,e297397a-8572-4d48-a120-d97d2ca63e92,1,1,0,0,0.954467654,0,0
6036,6036,e297397a-8572-4d48-a120-d97d2ca63e92,1,1,0,0,0.954467654,0,0
6037,6037,e29f9a38-c9f2-4a55-a5ac-4347cea7ee93,0,0,0,0,0,0,0
6038,6038,e2af94c8-758e-4c72-9598-bc160dd3c420,0,0,0,0,0,0,0
6039,6039,e2b08d06-2b2f-4fbe-b5b5-0a2321571b93,1,0,0,0,0,0,0
6040,6040,e2b08d06-2b2f-4fbe-b5b5-0a2321571b93,1,0,0,0,0,0,0
6041,6041,e2b41ddd-6fcf-4c17-87aa-1f3b4536be2b,0,0,0,0,0,0,0
6042,6042,e2b41ddd-6fcf-4c17-87aa-1f3b4536be2b,0,0,0,0,0,0,0
6043,6043,e2bba8f4-113b-48d6-8508-c09f7949c72c,0,0,0,0,0,0,0
6044,6044,e2d34870-4b0a-4ed5-a778-7ae0ddfdec31,1,1,1,0,0.976661801,0.859,0
6045,6045,e2d34870-4b0a-4ed5-a778-7ae0ddfdec31,1,1,1,0,0.97276026,0.859,0
6046,6046,e3014905-b0c9-431f-a9d4-50808a223197,0,0,0,0,0,0,0
6047,6047,e302c1be-7c24-4f38-8f20-a7eeedb52ba8,0,0,0,0,0,0,0
6048,6048,e30d8565-f71e-44bb-96bc-44b1287b7587,0,0,0,0,0,0,0
6049,6049,e322794e-afa9-4ab6-b7f2-023bf745f9e5,0,0,0,0,0,0,0
6050,6050,e322794e-afa9-4ab6-b7f2-023bf745f9e5,0,0,0,0,0,0,0
6051,6051,e330561d-d782-40e2-98a9-e54550724787,1,1,1,0,0.988363624,0.953,0
6052,6052,e330561d-d782-40e2-98a9-e54550724787,1,1,1,0,0.988363624,0.953,0
6053,6053,e33c375f-d493-4239-aa6f-c84af1e148bc,0,0,0,1,0,0,0.214193751
6054,6054,e35ebd5a-9803-46b5-a2a1-2bc19e8cc051,0,0,0,0,0,0,0
6055,6055,e366aee5-ff41-470a-92a0-cd986178f0d9,1,1,1,0,0.992137253,0.626,0
6056,6056,e366aee5-ff41-470a-92a0-cd986178f0d9,1,1,1,0,0.992137253,0.626,0
6057,6057,e366aee5-ff41-470a-92a0-cd986178f0d9,1,1,1,0,0.992137253,0.626,0
6058,6058,e366aee5-ff41-470a-92a0-cd986178f0d9,1,1,1,0,0.62067908,0.626,0
6059,6059,e366aee5-ff41-470a-92a0-cd986178f0d9,1,1,1,0,0.62067908,0.626,0
6060,6060,e39042d4-5bf3-4b47-8fc1-edb00aac3ba4,0,0,0,0,0,0,0
6061,6061,e3bb2002-8a13-471c-8bb1-b7221c75b1cb,0,0,0,0,0,0,0
6062,6062,e3cd987e-5420-4ec3-bfc2-ff37414c0056,0,0,0,0,0,0,0
6063,6063,e3cd987e-5420-4ec3-bfc2-ff37414c0056,0,0,0,0,0,0,0
6064,6064,e3d425c1-cba8-41fb-af04-1a388dff1d2b,1,1,1,1,0.901720464,0.86,0.308593281
6065,6065,e3d425c1-cba8-41fb-af04-1a388dff1d2b,1,1,1,1,0.803122818,0.86,0.308593281
6066,6066,e3e167cc-52e6-4138-b6e4-f8e47fe56ab0,0,0,0,0,0,0,0
6067,6067,e3f0f0d5-2331-4abc-8ef4-0a9d097c2d33,0,0,0,1,0,0,0.553397896
6068,6068,e3f3f111-d876-477f-8f8d-a3600dc4ef32,0,0,0,0,0,0,0
6069,6069,e3f5a3f5-fb59-4e9b-bc3b-cdc2f3f714a8,0,0,0,0,0,0,0
6070,6070,e40824c0-91e4-4741-9c65-da9b54be2db6,1,1,1,0,0.974574804,0.903,0
6071,6071,e420231c-d8f7-4f84-b9d8-402492e895dd,0,0,0,1,0,0,0.184641513
6072,6072,e4351df6-b3ac-47de-b12d-e8086cfe0e22,1,1,1,0,0.928064942,0.811,0
6073,6073,e4351df6-b3ac-47de-b12d-e8086cfe0e22,1,1,1,0,0.838219285,0.811,0
6074,6074,e43586a8-f9a0-4779-967b-dfd6e84823f6,0,0,0,0,0,0,0
6075,6075,e443f567-a6a7-4ee2-b0c2-a45ee64c2584,0,0,0,0,0,0,0
6076,6076,e4491609-4191-4746-b3f1-526d56c5076e,1,1,1,0,0.900119901,0.964,0
6077,6077,e44ed029-7fd6-4914-9c87-291b4ac72c2f,0,0,0,0,0,0,0
6078,6078,e44ed029-7fd6-4914-9c87-291b4ac72c2f,0,0,0,0,0,0,0
6079,6079,e48e555b-a62c-43d6-ba54-95ed36f95574,0,0,0,1,0,0,0.286434458
6080,6080,e48e555b-a62c-43d6-ba54-95ed36f95574,0,0,0,1,0,0,0.286434458
6081,6081,e48e555b-a62c-43d6-ba54-95ed36f95574,0,0,0,1,0,0,0.286434458
6082,6082,e4a34ffc-c422-432b-93be-b75a7d742c67,1,1,0,0,0.925437331,0,0
6083,6083,e4a34ffc-c422-432b-93be-b75a7d742c67,1,1,0,0,0.614245832,0,0
6084,6084,e4a34ffc-c422-432b-93be-b75a7d742c67,1,1,0,0,0.614245832,0,0
6085,6085,e4a34ffc-c422-432b-93be-b75a7d742c67,1,1,0,0,0.614245832,0,0
6086,6086,e4b19110-1911-4d5a-90cf-afac0ec45919,0,0,1,1,0,0.97,0.195864586
6087,6087,e4b19110-1911-4d5a-90cf-afac0ec45919,0,0,1,1,0,0.97,0.195864586
6088,6088,e4b66fd1-cd7c-4e23-b176-13c9db34a31e,0,0,0,0,0,0,0
6089,6089,e4f043c0-a633-4785-aeb1-9df0949b5afd,0,0,0,0,0,0,0
6090,6090,e4f043c0-a633-4785-aeb1-9df0949b5afd,0,0,0,0,0,0,0
6091,6091,e4f043c0-a633-4785-aeb1-9df0949b5afd,0,1,0,0,0.668021321,0,0
6092,6092,e4f043c0-a633-4785-aeb1-9df0949b5afd,0,1,0,0,0.668021321,0,0
6093,6093,e508bdcd-e330-4fe5-8304-cbe9a859e6ba,0,0,0,0,0,0,0
6094,6094,e5126ce6-9bcd-4054-9f2d-5d6e7ffe9d66,0,0,0,0,0,0,0
6095,6095,e51aaa27-542c-4520-8cda-0c23f5814882,0,0,0,0,0,0,0
6096,6096,e51fb28e-1226-46c5-a954-5892e67c864a,0,0,0,0,0,0,0
6097,6097,e52a086b-3056-4b2b-8ba0-32aeb1b43049,0,0,0,0,0,0,0
6098,6098,e52abd0b-ab3b-48dd-8e50-afb970ef2886,0,0,0,0,0,0,0
6099,6099,e52abd0b-ab3b-48dd-8e50-afb970ef2886,0,0,0,0,0,0,0
6100,6100,e52f3f5a-6a9c-491c-8e95-6b2db66808c0,0,0,0,1,0,0,0.26495629
6101,6101,e53443a5-4f65-418f-9db3-f84f394a4420,0,0,0,0,0,0,0
6102,6102,e53b8667-0d29-4dcb-8a08-710521e49bb6,0,0,0,0,0,0,0
6103,6103,e5aa2092-bfe7-433e-bbfc-5f3f5d0ddeda,1,1,1,0,0.930055439,0.828,0
6104,6104,e5f83bb5-0a57-4756-b0b5-8f2f611c23cb,1,0,1,0,0,0.669,0
6105,6105,e5f83bb5-0a57-4756-b0b5-8f2f611c23cb,1,1,1,0,0.828580439,0.669,0
6106,6106,e5f83bb5-0a57-4756-b0b5-8f2f611c23cb,1,1,1,0,0.691248357,0.669,0
6107,6107,e5f83bb5-0a57-4756-b0b5-8f2f611c23cb,1,1,1,0,0.691248357,0.669,0
6108,6108,e60cdf53-42d5-4a01-9847-768764c09103,1,0,1,1,0,0.945,0.332141129
6109,6109,e60cdf53-42d5-4a01-9847-768764c09103,1,1,1,1,0.563358247,0.945,0.332141129
6110,6110,e61575ee-118b-4537-8525-4bcac3831ddb,1,1,0,0,0.577830911,0,0
6111,6111,e6161c25-4285-4fd6-b5d8-693f3afa33e9,0,0,0,0,0,0,0
6112,6112,e61d9895-282a-4af3-8c87-f47fbbec5efe,0,1,0,1,0.716066599,0,0.284120529
6113,6113,e61d9895-282a-4af3-8c87-f47fbbec5efe,0,1,0,1,0.716066599,0,0.284120529
6114,6114,e624dfaa-ad1d-4a66-a496-b22e38078ef6,1,1,1,0,0.944879055,0.51,0
6115,6115,e641440d-089c-41ec-8d74-034a8a58faed,0,0,0,0,0,0,0
6116,6116,e641440d-089c-41ec-8d74-034a8a58faed,0,0,0,0,0,0,0
6117,6117,e641440d-089c-41ec-8d74-034a8a58faed,0,0,0,0,0,0,0
6118,6118,e64a41d5-9e9a-4ee0-9691-6f0234d390a5,1,1,1,0,0.966993332,0.718,0
6119,6119,e64a41d5-9e9a-4ee0-9691-6f0234d390a5,1,1,1,0,0.916750312,0.718,0
6120,6120,e64a41d5-9e9a-4ee0-9691-6f0234d390a5,1,1,1,0,0.680388689,0.718,0
6121,6121,e6523610-9f15-4e65-8a0f-990f01bd02e7,0,0,0,0,0,0,0
6122,6122,e6603889-d07e-4fa6-a593-28b0e6ef089f,0,0,0,0,0,0,0
6123,6123,e663c47e-bf2a-4bdf-8e13-be0aeb788286,1,1,1,0,0.97247678,0.583,0
6124,6124,e663c976-ce81-4dbf-93d9-f2bf49ddb23c,0,0,0,0,0,0,0
6125,6125,e670eb6a-6d09-4b20-a59e-6b4e0499c2a8,0,0,0,1,0,0,0.184424342
6126,6126,e67c3235-8ed6-4c99-a0d2-c56896d41d75,1,1,0,0,0.768932462,0,0
6127,6127,e6828e4c-e2be-454e-b3a1-6cb1a9c86e2b,0,0,0,0,0,0,0
6128,6128,e6828e4c-e2be-454e-b3a1-6cb1a9c86e2b,0,0,0,0,0,0,0
6129,6129,e688c9ab-c441-4d53-9996-048f682632a5,0,1,0,0,0.517826557,0,0
6130,6130,e68aa4a2-77d6-4a08-bd3a-6447f88a93c3,0,0,0,1,0,0,0.185456833
6131,6131,e68ba979-0589-4633-832d-20e4dae1e8cc,0,0,0,0,0,0,0
6132,6132,e68f64b7-eb67-42c4-b805-34c8f8535a55,1,1,1,0,0.997543216,0.963,0
6133,6133,e6af5ece-4a42-4099-b6e4-661cc69de96d,0,1,0,0,0.597603917,0,0
6134,6134,e6bc72f2-e01a-4765-8d35-8028eb327381,0,0,0,0,0,0,0
6135,6135,e6c4a008-86ab-4fb8-b2f8-2605a586f4ba,0,0,0,0,0,0,0
6136,6136,e6ee9346-73b7-4f23-96f5-e3263c8ad37c,0,0,1,1,0,0.956,0.576969073
6137,6137,e6ee9346-73b7-4f23-96f5-e3263c8ad37c,0,1,1,1,0.984748542,0.956,0.576969073
6138,6138,e6ee9346-73b7-4f23-96f5-e3263c8ad37c,0,1,1,1,0.984748542,0.956,0.576969073
6139,6139,e6ee9346-73b7-4f23-96f5-e3263c8ad37c,0,1,1,1,0.984748542,0.956,0.576969073
6140,6140,e6ee9346-73b7-4f23-96f5-e3263c8ad37c,0,1,1,1,0.984748542,0.956,0.576969073
6141,6141,e70b91f3-12cb-4a3e-947b-1efa5523cecd,0,0,0,0,0,0,0
6142,6142,e7190f79-3e13-4b72-9ce8-7833bdf1196d,0,0,0,0,0,0,0
6143,6143,e7190f79-3e13-4b72-9ce8-7833bdf1196d,0,1,0,0,0.630344093,0,0
6144,6144,e720e159-c8f1-4c48-ae79-143eeb3cdc63,0,0,0,0,0,0,0
6145,6145,e7399304-d8db-4dca-8372-19e4c9e23b11,1,1,1,0,0.810933173,0.771,0
6146,6146,e7486a9b-90d6-47a8-8c6d-b497f1b8dcec,0,1,0,0,0.902347803,0,0
6147,6147,e783b421-270f-4410-9686-271ccfc4832d,1,1,1,0,0.972429872,0.95,0
6148,6148,e79b2d5e-5964-4577-943b-63c53b443e23,0,0,0,0,0,0,0
6149,6149,e79b2d5e-5964-4577-943b-63c53b443e23,0,0,0,0,0,0,0
